"","Date","Close","Company.Name"
"158","2000-08-16",0.866071,"APPLE"
"159","2000-08-17",0.918527,"APPLE"
"160","2000-08-18",0.892857,"APPLE"
"161","2000-08-21",0.901786,"APPLE"
"162","2000-08-22",0.922991,"APPLE"
"163","2000-08-23",0.969866,"APPLE"
"164","2000-08-24",1.001953,"APPLE"
"165","2000-08-25",1.014509,"APPLE"
"166","2000-08-28",1.03683,"APPLE"
"167","2000-08-29",1.05692,"APPLE"
"168","2000-08-30",1.0625,"APPLE"
"169","2000-08-31",1.08817,"APPLE"
"170","2000-09-01",1.132813,"APPLE"
"171","2000-09-05",1.114955,"APPLE"
"172","2000-09-06",1.043527,"APPLE"
"173","2000-09-07",1.107143,"APPLE"
"174","2000-09-08",1.051339,"APPLE"
"175","2000-09-11",1.043527,"APPLE"
"176","2000-09-12",1.03125,"APPLE"
"177","2000-09-13",1.035714,"APPLE"
"178","2000-09-14",1.015346,"APPLE"
"179","2000-09-15",0.986328,"APPLE"
"180","2000-09-18",1.083147,"APPLE"
"181","2000-09-19",1.070313,"APPLE"
"182","2000-09-20",1.090123,"APPLE"
"183","2000-09-21",1.012277,"APPLE"
"184","2000-09-22",0.93192,"APPLE"
"185","2000-09-25",0.955357,"APPLE"
"186","2000-09-26",0.918527,"APPLE"
"187","2000-09-27",0.873884,"APPLE"
"188","2000-09-28",0.955357,"APPLE"
"189","2000-09-29",0.459821,"APPLE"
"190","2000-10-02",0.433036,"APPLE"
"191","2000-10-03",0.398438,"APPLE"
"192","2000-10-04",0.421875,"APPLE"
"193","2000-10-05",0.393973,"APPLE"
"194","2000-10-06",0.396205,"APPLE"
"195","2000-10-09",0.388393,"APPLE"
"196","2000-10-10",0.372768,"APPLE"
"197","2000-10-11",0.350446,"APPLE"
"198","2000-10-12",0.357143,"APPLE"
"199","2000-10-13",0.393973,"APPLE"
"200","2000-10-16",0.383929,"APPLE"
"201","2000-10-17",0.359375,"APPLE"
"202","2000-10-18",0.359375,"APPLE"
"203","2000-10-19",0.33817,"APPLE"
"204","2000-10-20",0.348214,"APPLE"
"205","2000-10-23",0.363839,"APPLE"
"206","2000-10-24",0.337054,"APPLE"
"207","2000-10-25",0.330357,"APPLE"
"208","2000-10-26",0.330357,"APPLE"
"209","2000-10-27",0.331473,"APPLE"
"210","2000-10-30",0.344866,"APPLE"
"211","2000-10-31",0.34933,"APPLE"
"212","2000-11-01",0.366071,"APPLE"
"213","2000-11-02",0.398438,"APPLE"
"214","2000-11-03",0.397321,"APPLE"
"215","2000-11-06",0.382813,"APPLE"
"216","2000-11-07",0.38058,"APPLE"
"217","2000-11-08",0.358259,"APPLE"
"218","2000-11-09",0.360491,"APPLE"
"219","2000-11-10",0.340402,"APPLE"
"220","2000-11-13",0.345982,"APPLE"
"221","2000-11-14",0.361607,"APPLE"
"222","2000-11-15",0.354911,"APPLE"
"223","2000-11-16",0.339286,"APPLE"
"224","2000-11-17",0.330357,"APPLE"
"225","2000-11-20",0.33817,"APPLE"
"226","2000-11-21",0.335938,"APPLE"
"227","2000-11-22",0.330357,"APPLE"
"228","2000-11-24",0.344866,"APPLE"
"229","2000-11-27",0.333705,"APPLE"
"230","2000-11-28",0.321987,"APPLE"
"231","2000-11-29",0.313616,"APPLE"
"232","2000-11-30",0.294643,"APPLE"
"233","2000-12-01",0.304688,"APPLE"
"234","2000-12-04",0.297991,"APPLE"
"235","2000-12-05",0.303571,"APPLE"
"236","2000-12-06",0.25558,"APPLE"
"237","2000-12-07",0.25558,"APPLE"
"238","2000-12-08",0.268973,"APPLE"
"239","2000-12-11",0.271205,"APPLE"
"240","2000-12-12",0.274554,"APPLE"
"241","2000-12-13",0.267857,"APPLE"
"242","2000-12-14",0.257813,"APPLE"
"243","2000-12-15",0.251116,"APPLE"
"244","2000-12-18",0.254464,"APPLE"
"245","2000-12-19",0.25,"APPLE"
"246","2000-12-20",0.256696,"APPLE"
"247","2000-12-21",0.251116,"APPLE"
"248","2000-12-22",0.267857,"APPLE"
"249","2000-12-26",0.262277,"APPLE"
"250","2000-12-27",0.264509,"APPLE"
"251","2000-12-28",0.264509,"APPLE"
"252","2000-12-29",0.265625,"APPLE"
"253","2001-01-02",0.265625,"APPLE"
"254","2001-01-03",0.292411,"APPLE"
"255","2001-01-04",0.304688,"APPLE"
"256","2001-01-05",0.292411,"APPLE"
"257","2001-01-08",0.295759,"APPLE"
"258","2001-01-09",0.30692,"APPLE"
"259","2001-01-10",0.295759,"APPLE"
"260","2001-01-11",0.321429,"APPLE"
"261","2001-01-12",0.30692,"APPLE"
"262","2001-01-16",0.305804,"APPLE"
"263","2001-01-17",0.300223,"APPLE"
"264","2001-01-18",0.333705,"APPLE"
"265","2001-01-19",0.348214,"APPLE"
"266","2001-01-22",0.34375,"APPLE"
"267","2001-01-23",0.366071,"APPLE"
"268","2001-01-24",0.366071,"APPLE"
"269","2001-01-25",0.356027,"APPLE"
"270","2001-01-26",0.34933,"APPLE"
"271","2001-01-29",0.387277,"APPLE"
"272","2001-01-30",0.388393,"APPLE"
"273","2001-01-31",0.386161,"APPLE"
"274","2001-02-01",0.377232,"APPLE"
"275","2001-02-02",0.368304,"APPLE"
"276","2001-02-05",0.360491,"APPLE"
"277","2001-02-06",0.377232,"APPLE"
"278","2001-02-07",0.370536,"APPLE"
"279","2001-02-08",0.370536,"APPLE"
"280","2001-02-09",0.341518,"APPLE"
"281","2001-02-12",0.351563,"APPLE"
"282","2001-02-13",0.341518,"APPLE"
"283","2001-02-14",0.348214,"APPLE"
"284","2001-02-15",0.358259,"APPLE"
"285","2001-02-16",0.339286,"APPLE"
"286","2001-02-20",0.327009,"APPLE"
"287","2001-02-21",0.337054,"APPLE"
"288","2001-02-22",0.335938,"APPLE"
"289","2001-02-23",0.335938,"APPLE"
"290","2001-02-26",0.348214,"APPLE"
"291","2001-02-27",0.345982,"APPLE"
"292","2001-02-28",0.325893,"APPLE"
"293","2001-03-01",0.334821,"APPLE"
"294","2001-03-02",0.34375,"APPLE"
"295","2001-03-05",0.363839,"APPLE"
"296","2001-03-06",0.383929,"APPLE"
"297","2001-03-07",0.379464,"APPLE"
"298","2001-03-08",0.371652,"APPLE"
"299","2001-03-09",0.361607,"APPLE"
"300","2001-03-12",0.332589,"APPLE"
"301","2001-03-13",0.34933,"APPLE"
"302","2001-03-14",0.364955,"APPLE"
"303","2001-03-15",0.351563,"APPLE"
"304","2001-03-16",0.350446,"APPLE"
"305","2001-03-19",0.367188,"APPLE"
"306","2001-03-20",0.351563,"APPLE"
"307","2001-03-21",0.359375,"APPLE"
"308","2001-03-22",0.386161,"APPLE"
"309","2001-03-23",0.410714,"APPLE"
"310","2001-03-26",0.388929,"APPLE"
"311","2001-03-27",0.408393,"APPLE"
"312","2001-03-28",0.395893,"APPLE"
"313","2001-03-29",0.402321,"APPLE"
"314","2001-03-30",0.394107,"APPLE"
"315","2001-04-02",0.385536,"APPLE"
"316","2001-04-03",0.361429,"APPLE"
"317","2001-04-04",0.348214,"APPLE"
"318","2001-04-05",0.372679,"APPLE"
"319","2001-04-06",0.367679,"APPLE"
"320","2001-04-09",0.366786,"APPLE"
"321","2001-04-10",0.393571,"APPLE"
"322","2001-04-11",0.389286,"APPLE"
"323","2001-04-12",0.400357,"APPLE"
"324","2001-04-16",0.382857,"APPLE"
"325","2001-04-17",0.364286,"APPLE"
"326","2001-04-18",0.406964,"APPLE"
"327","2001-04-19",0.459286,"APPLE"
"328","2001-04-20",0.447143,"APPLE"
"329","2001-04-23",0.433036,"APPLE"
"330","2001-04-24",0.429107,"APPLE"
"331","2001-04-25",0.441429,"APPLE"
"332","2001-04-26",0.440893,"APPLE"
"333","2001-04-27",0.467857,"APPLE"
"334","2001-04-30",0.455179,"APPLE"
"335","2001-05-01",0.463036,"APPLE"
"336","2001-05-02",0.474821,"APPLE"
"337","2001-05-03",0.445714,"APPLE"
"338","2001-05-04",0.459821,"APPLE"
"339","2001-05-07",0.445714,"APPLE"
"340","2001-05-08",0.43875,"APPLE"
"341","2001-05-09",0.428214,"APPLE"
"342","2001-05-10",0.410714,"APPLE"
"343","2001-05-11",0.408036,"APPLE"
"344","2001-05-14",0.415893,"APPLE"
"345","2001-05-15",0.413929,"APPLE"
"346","2001-05-16",0.430357,"APPLE"
"347","2001-05-17",0.420536,"APPLE"
"348","2001-05-18",0.420179,"APPLE"
"349","2001-05-21",0.420714,"APPLE"
"350","2001-05-22",0.419643,"APPLE"
"351","2001-05-23",0.414821,"APPLE"
"352","2001-05-24",0.414286,"APPLE"
"353","2001-05-25",0.406429,"APPLE"
"354","2001-05-29",0.383393,"APPLE"
"355","2001-05-30",0.353214,"APPLE"
"356","2001-05-31",0.35625,"APPLE"
"357","2001-06-01",0.373036,"APPLE"
"358","2001-06-04",0.368929,"APPLE"
"359","2001-06-05",0.373929,"APPLE"
"360","2001-06-06",0.370179,"APPLE"
"361","2001-06-07",0.386786,"APPLE"
"362","2001-06-08",0.380714,"APPLE"
"363","2001-06-11",0.357857,"APPLE"
"364","2001-06-12",0.362679,"APPLE"
"365","2001-06-13",0.365536,"APPLE"
"366","2001-06-14",0.355,"APPLE"
"367","2001-06-15",0.365,"APPLE"
"368","2001-06-18",0.363036,"APPLE"
"369","2001-06-19",0.360536,"APPLE"
"370","2001-06-20",0.386964,"APPLE"
"371","2001-06-21",0.401607,"APPLE"
"372","2001-06-22",0.3975,"APPLE"
"373","2001-06-25",0.428393,"APPLE"
"374","2001-06-26",0.424107,"APPLE"
"375","2001-06-27",0.416786,"APPLE"
"376","2001-06-28",0.420357,"APPLE"
"377","2001-06-29",0.415179,"APPLE"
"378","2001-07-02",0.426786,"APPLE"
"379","2001-07-03",0.425714,"APPLE"
"380","2001-07-05",0.414107,"APPLE"
"381","2001-07-06",0.393393,"APPLE"
"382","2001-07-09",0.405357,"APPLE"
"383","2001-07-10",0.3775,"APPLE"
"384","2001-07-11",0.4025,"APPLE"
"385","2001-07-12",0.435,"APPLE"
"386","2001-07-13",0.44375,"APPLE"
"387","2001-07-16",0.427857,"APPLE"
"388","2001-07-17",0.448214,"APPLE"
"389","2001-07-18",0.37125,"APPLE"
"390","2001-07-19",0.356429,"APPLE"
"391","2001-07-20",0.356786,"APPLE"
"392","2001-07-23",0.348929,"APPLE"
"393","2001-07-24",0.340893,"APPLE"
"394","2001-07-25",0.329821,"APPLE"
"395","2001-07-26",0.331964,"APPLE"
"396","2001-07-27",0.338571,"APPLE"
"397","2001-07-30",0.338036,"APPLE"
"398","2001-07-31",0.335536,"APPLE"
"399","2001-08-01",0.340357,"APPLE"
"400","2001-08-02",0.353929,"APPLE"
"401","2001-08-03",0.348214,"APPLE"
"402","2001-08-06",0.341607,"APPLE"
"403","2001-08-07",0.34375,"APPLE"
"404","2001-08-08",0.3375,"APPLE"
"405","2001-08-09",0.340179,"APPLE"
"406","2001-08-10",0.339643,"APPLE"
"407","2001-08-13",0.340893,"APPLE"
"408","2001-08-14",0.334464,"APPLE"
"409","2001-08-15",0.329286,"APPLE"
"410","2001-08-16",0.333036,"APPLE"
"411","2001-08-17",0.322679,"APPLE"
"412","2001-08-20",0.323571,"APPLE"
"413","2001-08-21",0.32,"APPLE"
"414","2001-08-22",0.325179,"APPLE"
"415","2001-08-23",0.318036,"APPLE"
"416","2001-08-24",0.331607,"APPLE"
"417","2001-08-27",0.337857,"APPLE"
"418","2001-08-28",0.328571,"APPLE"
"419","2001-08-29",0.318393,"APPLE"
"420","2001-08-30",0.318393,"APPLE"
"421","2001-08-31",0.33125,"APPLE"
"422","2001-09-04",0.325893,"APPLE"
"423","2001-09-05",0.33125,"APPLE"
"424","2001-09-06",0.316429,"APPLE"
"425","2001-09-07",0.308571,"APPLE"
"426","2001-09-10",0.310179,"APPLE"
"427","2001-09-17",0.303393,"APPLE"
"428","2001-09-18",0.290714,"APPLE"
"429","2001-09-19",0.303929,"APPLE"
"430","2001-09-20",0.28,"APPLE"
"431","2001-09-21",0.280893,"APPLE"
"432","2001-09-24",0.29375,"APPLE"
"433","2001-09-25",0.2775,"APPLE"
"434","2001-09-26",0.270536,"APPLE"
"435","2001-09-27",0.276964,"APPLE"
"436","2001-09-28",0.276964,"APPLE"
"437","2001-10-01",0.2775,"APPLE"
"438","2001-10-02",0.26875,"APPLE"
"439","2001-10-03",0.2675,"APPLE"
"440","2001-10-04",0.283571,"APPLE"
"441","2001-10-05",0.288214,"APPLE"
"442","2001-10-08",0.289286,"APPLE"
"443","2001-10-09",0.285714,"APPLE"
"444","2001-10-10",0.300357,"APPLE"
"445","2001-10-11",0.316786,"APPLE"
"446","2001-10-12",0.321607,"APPLE"
"447","2001-10-15",0.32125,"APPLE"
"448","2001-10-16",0.321607,"APPLE"
"449","2001-10-17",0.303393,"APPLE"
"450","2001-10-18",0.321429,"APPLE"
"451","2001-10-19",0.326786,"APPLE"
"452","2001-10-22",0.339643,"APPLE"
"453","2001-10-23",0.323929,"APPLE"
"454","2001-10-24",0.338393,"APPLE"
"455","2001-10-25",0.342679,"APPLE"
"456","2001-10-26",0.333393,"APPLE"
"457","2001-10-29",0.314821,"APPLE"
"458","2001-10-30",0.314286,"APPLE"
"459","2001-10-31",0.313571,"APPLE"
"460","2001-11-01",0.331964,"APPLE"
"461","2001-11-02",0.331607,"APPLE"
"462","2001-11-05",0.340536,"APPLE"
"463","2001-11-06",0.349464,"APPLE"
"464","2001-11-07",0.349821,"APPLE"
"465","2001-11-08",0.334107,"APPLE"
"466","2001-11-09",0.334107,"APPLE"
"467","2001-11-12",0.334821,"APPLE"
"468","2001-11-13",0.345893,"APPLE"
"469","2001-11-14",0.350179,"APPLE"
"470","2001-11-15",0.347321,"APPLE"
"471","2001-11-16",0.33875,"APPLE"
"472","2001-11-19",0.357143,"APPLE"
"473","2001-11-20",0.34875,"APPLE"
"474","2001-11-21",0.351429,"APPLE"
"475","2001-11-23",0.354286,"APPLE"
"476","2001-11-26",0.381607,"APPLE"
"477","2001-11-27",0.375,"APPLE"
"478","2001-11-28",0.366607,"APPLE"
"479","2001-11-29",0.364643,"APPLE"
"480","2001-11-30",0.380357,"APPLE"
"481","2001-12-03",0.375893,"APPLE"
"482","2001-12-04",0.4,"APPLE"
"483","2001-12-05",0.424286,"APPLE"
"484","2001-12-06",0.406786,"APPLE"
"485","2001-12-07",0.4025,"APPLE"
"486","2001-12-10",0.4025,"APPLE"
"487","2001-12-11",0.388929,"APPLE"
"488","2001-12-12",0.38375,"APPLE"
"489","2001-12-13",0.375,"APPLE"
"490","2001-12-14",0.364107,"APPLE"
"491","2001-12-17",0.368214,"APPLE"
"492","2001-12-18",0.375179,"APPLE"
"493","2001-12-19",0.386071,"APPLE"
"494","2001-12-20",0.369107,"APPLE"
"495","2001-12-21",0.375,"APPLE"
"496","2001-12-24",0.381429,"APPLE"
"497","2001-12-26",0.38375,"APPLE"
"498","2001-12-27",0.394107,"APPLE"
"499","2001-12-28",0.400536,"APPLE"
"500","2001-12-31",0.391071,"APPLE"
"501","2002-01-02",0.416071,"APPLE"
"502","2002-01-03",0.421071,"APPLE"
"503","2002-01-04",0.423036,"APPLE"
"504","2002-01-07",0.408929,"APPLE"
"505","2002-01-08",0.40375,"APPLE"
"506","2002-01-09",0.386607,"APPLE"
"507","2002-01-10",0.379107,"APPLE"
"508","2002-01-11",0.375893,"APPLE"
"509","2002-01-14",0.377679,"APPLE"
"510","2002-01-15",0.3875,"APPLE"
"511","2002-01-16",0.371071,"APPLE"
"512","2002-01-17",0.401429,"APPLE"
"513","2002-01-18",0.395893,"APPLE"
"514","2002-01-22",0.389643,"APPLE"
"515","2002-01-23",0.411071,"APPLE"
"516","2002-01-24",0.414464,"APPLE"
"517","2002-01-25",0.415179,"APPLE"
"518","2002-01-28",0.415536,"APPLE"
"519","2002-01-29",0.411964,"APPLE"
"520","2002-01-30",0.430179,"APPLE"
"521","2002-01-31",0.441429,"APPLE"
"522","2002-02-01",0.435893,"APPLE"
"523","2002-02-04",0.452679,"APPLE"
"524","2002-02-05",0.454464,"APPLE"
"525","2002-02-06",0.440536,"APPLE"
"526","2002-02-07",0.433929,"APPLE"
"527","2002-02-08",0.429107,"APPLE"
"528","2002-02-11",0.446071,"APPLE"
"529","2002-02-12",0.44125,"APPLE"
"530","2002-02-13",0.446607,"APPLE"
"531","2002-02-14",0.439286,"APPLE"
"532","2002-02-15",0.426786,"APPLE"
"533","2002-02-19",0.403929,"APPLE"
"534","2002-02-20",0.413036,"APPLE"
"535","2002-02-21",0.383929,"APPLE"
"536","2002-02-22",0.406071,"APPLE"
"537","2002-02-25",0.425179,"APPLE"
"538","2002-02-26",0.422679,"APPLE"
"539","2002-02-27",0.392143,"APPLE"
"540","2002-02-28",0.3875,"APPLE"
"541","2002-03-01",0.41875,"APPLE"
"542","2002-03-04",0.43375,"APPLE"
"543","2002-03-05",0.420179,"APPLE"
"544","2002-03-06",0.429821,"APPLE"
"545","2002-03-07",0.435357,"APPLE"
"546","2002-03-08",0.440357,"APPLE"
"547","2002-03-11",0.4475,"APPLE"
"548","2002-03-12",0.441429,"APPLE"
"549","2002-03-13",0.437321,"APPLE"
"550","2002-03-14",0.43625,"APPLE"
"551","2002-03-15",0.445536,"APPLE"
"552","2002-03-18",0.441786,"APPLE"
"553","2002-03-19",0.44375,"APPLE"
"554","2002-03-20",0.445,"APPLE"
"555","2002-03-21",0.433393,"APPLE"
"556","2002-03-22",0.430179,"APPLE"
"557","2002-03-25",0.416964,"APPLE"
"558","2002-03-26",0.418929,"APPLE"
"559","2002-03-27",0.419107,"APPLE"
"560","2002-03-28",0.422679,"APPLE"
"561","2002-04-01",0.436786,"APPLE"
"562","2002-04-02",0.429821,"APPLE"
"563","2002-04-03",0.424107,"APPLE"
"564","2002-04-04",0.444643,"APPLE"
"565","2002-04-05",0.441786,"APPLE"
"566","2002-04-08",0.438571,"APPLE"
"567","2002-04-09",0.430357,"APPLE"
"568","2002-04-10",0.440357,"APPLE"
"569","2002-04-11",0.443929,"APPLE"
"570","2002-04-12",0.4475,"APPLE"
"571","2002-04-15",0.446429,"APPLE"
"572","2002-04-16",0.459643,"APPLE"
"573","2002-04-17",0.46625,"APPLE"
"574","2002-04-18",0.45375,"APPLE"
"575","2002-04-19",0.446071,"APPLE"
"576","2002-04-22",0.438036,"APPLE"
"577","2002-04-23",0.433036,"APPLE"
"578","2002-04-24",0.424464,"APPLE"
"579","2002-04-25",0.430714,"APPLE"
"580","2002-04-26",0.410893,"APPLE"
"581","2002-04-29",0.427857,"APPLE"
"582","2002-04-30",0.433393,"APPLE"
"583","2002-05-01",0.428214,"APPLE"
"584","2002-05-02",0.423036,"APPLE"
"585","2002-05-03",0.419821,"APPLE"
"586","2002-05-06",0.404464,"APPLE"
"587","2002-05-07",0.40125,"APPLE"
"588","2002-05-08",0.435179,"APPLE"
"589","2002-05-09",0.431964,"APPLE"
"590","2002-05-10",0.416429,"APPLE"
"591","2002-05-13",0.4275,"APPLE"
"592","2002-05-14",0.457321,"APPLE"
"593","2002-05-15",0.451429,"APPLE"
"594","2002-05-16",0.450179,"APPLE"
"595","2002-05-17",0.446607,"APPLE"
"596","2002-05-20",0.441786,"APPLE"
"597","2002-05-21",0.418929,"APPLE"
"598","2002-05-22",0.434286,"APPLE"
"599","2002-05-23",0.449643,"APPLE"
"600","2002-05-24",0.43125,"APPLE"
"601","2002-05-28",0.428214,"APPLE"
"602","2002-05-29",0.428214,"APPLE"
"603","2002-05-30",0.432143,"APPLE"
"604","2002-05-31",0.416071,"APPLE"
"605","2002-06-03",0.409107,"APPLE"
"606","2002-06-04",0.406786,"APPLE"
"607","2002-06-05",0.405714,"APPLE"
"608","2002-06-06",0.395714,"APPLE"
"609","2002-06-07",0.382143,"APPLE"
"610","2002-06-10",0.383571,"APPLE"
"611","2002-06-11",0.365357,"APPLE"
"612","2002-06-12",0.35875,"APPLE"
"613","2002-06-13",0.348929,"APPLE"
"614","2002-06-14",0.358929,"APPLE"
"615","2002-06-17",0.366786,"APPLE"
"616","2002-06-18",0.359821,"APPLE"
"617","2002-06-19",0.305714,"APPLE"
"618","2002-06-20",0.305536,"APPLE"
"619","2002-06-21",0.300893,"APPLE"
"620","2002-06-24",0.308393,"APPLE"
"621","2002-06-25",0.306071,"APPLE"
"622","2002-06-26",0.295536,"APPLE"
"623","2002-06-27",0.304643,"APPLE"
"624","2002-06-28",0.316429,"APPLE"
"625","2002-07-01",0.304643,"APPLE"
"626","2002-07-02",0.3025,"APPLE"
"627","2002-07-03",0.313393,"APPLE"
"628","2002-07-05",0.334643,"APPLE"
"629","2002-07-08",0.321607,"APPLE"
"630","2002-07-09",0.313036,"APPLE"
"631","2002-07-10",0.309286,"APPLE"
"632","2002-07-11",0.326786,"APPLE"
"633","2002-07-12",0.312679,"APPLE"
"634","2002-07-15",0.325536,"APPLE"
"635","2002-07-16",0.318929,"APPLE"
