"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted","AAPL.Date","Company.Name"
"1503",2.639643,2.660357,2.628571,2.643571,370610800,2.269814,"2005-12-22","APPLE"
"1504",2.648929,2.652143,2.617857,2.619643,229857600,2.249268,"2005-12-23","APPLE"
"1505",2.642857,2.685,2.641071,2.651071,590590000,2.276253,"2005-12-27","APPLE"
"1506",2.659643,2.67,2.618571,2.6275,398115200,2.256015,"2005-12-28","APPLE"
"1507",2.635,2.636429,2.550714,2.551786,490025200,2.191005,"2005-12-29","APPLE"
"1508",2.5325,2.586786,2.512143,2.5675,624262800,2.204498,"2005-12-30","APPLE"
"1509",2.585,2.669643,2.580357,2.669643,807234400,2.292199,"2006-01-03","APPLE"
"1510",2.683214,2.713571,2.660714,2.6775,619603600,2.298946,"2006-01-04","APPLE"
"1511",2.6725,2.675,2.633929,2.656429,449422400,2.280853,"2006-01-05","APPLE"
"1512",2.6875,2.739286,2.6625,2.725,704457600,2.33973,"2006-01-06","APPLE"
"1513",2.740357,2.757143,2.705,2.716071,675040800,2.332063,"2006-01-09","APPLE"
"1514",2.723214,2.924643,2.708214,2.887857,2279869200,2.479561,"2006-01-10","APPLE"
"1515",2.994286,3.028571,2.949643,2.996429,1493794400,2.572783,"2006-01-11","APPLE"
"1516",3.034643,3.085714,2.986429,3.010357,1280809600,2.584742,"2006-01-12","APPLE"
"1517",3.035357,3.071786,3.021429,3.056786,776305600,2.624606,"2006-01-13","APPLE"
"1518",3.060714,3.085,2.995357,3.025357,835623600,2.597621,"2006-01-17","APPLE"
"1519",2.967143,3.001786,2.923214,2.946071,1200637200,2.529544,"2006-01-18","APPLE"
"1520",2.901786,2.916429,2.812143,2.822857,1695848000,2.423751,"2006-01-19","APPLE"
"1521",2.831429,2.858571,2.708214,2.7175,1134758800,2.33329,"2006-01-20","APPLE"
"1522",2.717857,2.841429,2.714286,2.773929,1059730000,2.381741,"2006-01-23","APPLE"
"1523",2.812857,2.836429,2.706071,2.715714,1142254400,2.331757,"2006-01-24","APPLE"
"1524",2.763929,2.767857,2.616071,2.65,1275786400,2.275334,"2006-01-25","APPLE"
"1525",2.661786,2.693929,2.568929,2.583214,1181387200,2.21799,"2006-01-26","APPLE"
"1526",2.605357,2.628571,2.539286,2.5725,953864800,2.208791,"2006-01-27","APPLE"
"1527",2.541786,2.735714,2.531071,2.678571,1398401200,2.299866,"2006-01-30","APPLE"
"1528",2.696429,2.726429,2.633929,2.696786,913542000,2.315504,"2006-01-31","APPLE"
"1529",2.676786,2.730714,2.665714,2.693571,521186400,2.312744,"2006-02-01","APPLE"
"1530",2.682143,2.691429,2.573214,2.575,707322000,2.210938,"2006-02-02","APPLE"
"1531",2.58,2.599643,2.537143,2.566071,692123600,2.203271,"2006-02-03","APPLE"
"1532",2.572143,2.589643,2.383571,2.403571,1651767600,2.063745,"2006-02-06","APPLE"
"1533",2.438214,2.481429,2.381429,2.414286,1388830800,2.072946,"2006-02-07","APPLE"
"1534",2.446071,2.467143,2.357143,2.4575,953114400,2.11005,"2006-02-08","APPLE"
"1535",2.467857,2.4725,2.304643,2.319643,1149764000,1.991683,"2006-02-09","APPLE"
"1536",2.327857,2.416786,2.246429,2.403929,1760477600,2.064053,"2006-02-10","APPLE"
"1537",2.379643,2.383929,2.308571,2.311071,883498000,1.984324,"2006-02-13","APPLE"
"1538",2.325,2.432143,2.321429,2.415714,1160938800,2.074172,"2006-02-14","APPLE"
"1539",2.398571,2.486429,2.383929,2.472143,1159771200,2.122622,"2006-02-15","APPLE"
"1540",2.496786,2.536071,2.481429,2.520357,948175200,2.16402,"2006-02-16","APPLE"
"1541",2.510714,2.531786,2.486071,2.510357,575999200,2.155433,"2006-02-17","APPLE"
"1542",2.521071,2.528571,2.452857,2.467143,779606800,2.118329,"2006-02-21","APPLE"
"1543",2.464286,2.559643,2.428571,2.547143,978238800,2.187019,"2006-02-22","APPLE"
"1544",2.563929,2.607143,2.551071,2.5625,856917600,2.200204,"2006-02-23","APPLE"
"1545",2.576429,2.603214,2.542857,2.552143,534744000,2.191312,"2006-02-24","APPLE"
"1546",2.571071,2.575714,2.523214,2.535357,791240800,2.1769,"2006-02-27","APPLE"
"1547",2.556429,2.585714,2.432143,2.446071,1266980400,2.100237,"2006-02-28","APPLE"
"1548",2.458571,2.481786,2.429286,2.467857,763817600,2.118942,"2006-03-01","APPLE"
"1549",2.463929,2.499643,2.4525,2.486071,625273600,2.134581,"2006-03-02","APPLE"
"1550",2.478571,2.496786,2.411786,2.418571,737668400,2.076624,"2006-03-03","APPLE"
"1551",2.4175,2.418571,2.319286,2.338571,912665600,2.007935,"2006-03-06","APPLE"
"1552",2.348571,2.389286,2.324286,2.368214,872877600,2.033388,"2006-03-07","APPLE"
"1553",2.3675,2.4,2.333929,2.345,653251200,2.013455,"2006-03-08","APPLE"
"1554",2.356429,2.373929,2.278929,2.283214,799304800,1.960405,"2006-03-09","APPLE"
"1555",2.2875,2.303214,2.230357,2.256786,1043142800,1.937713,"2006-03-10","APPLE"
"1556",2.323214,2.367143,2.313929,2.345714,861187600,2.014069,"2006-03-13","APPLE"
"1557",2.348929,2.404286,2.339286,2.404286,642020400,2.064359,"2006-03-14","APPLE"
"1558",2.418214,2.43,2.34,2.365357,891996000,2.030935,"2006-03-15","APPLE"
"1559",2.3875,2.389286,2.296429,2.296786,749638400,1.972059,"2006-03-16","APPLE"
"1560",2.3125,2.340714,2.289643,2.309286,812042000,1.98279,"2006-03-17","APPLE"
"1561",2.329286,2.337857,2.281071,2.285357,605441200,1.962245,"2006-03-20","APPLE"
"1562",2.2075,2.297857,2.1925,2.2075,1345366400,1.895396,"2006-03-21","APPLE"
"1563",2.22,2.258929,2.188214,2.2025,1345895600,1.891103,"2006-03-22","APPLE"
"1564",2.207857,2.210714,2.128929,2.148571,1427826400,1.844798,"2006-03-23","APPLE"
"1565",2.151786,2.176429,2.108214,2.141429,1071980000,1.838666,"2006-03-24","APPLE"
"1566",2.155357,2.192143,2.121429,2.125357,1108072000,1.824866,"2006-03-27","APPLE"
"1567",2.129643,2.147857,2.080357,2.096786,1370322800,1.800335,"2006-03-28","APPLE"
"1568",2.111786,2.232857,2.059643,2.226071,2346834000,1.911341,"2006-03-29","APPLE"
"1569",2.243571,2.260714,2.1975,2.241071,1390650800,1.92422,"2006-03-30","APPLE"
"1570",2.258929,2.271786,2.222857,2.24,815357200,1.9233,"2006-03-31","APPLE"
"1571",2.273929,2.29,2.236071,2.2375,815791200,1.921154,"2006-04-03","APPLE"
"1572",2.217857,2.222143,2.180357,2.184643,931924000,1.87577,"2006-04-04","APPLE"
"1573",2.311071,2.400357,2.291071,2.400357,2233408800,2.060986,"2006-04-05","APPLE"
"1574",2.439286,2.573214,2.435714,2.544286,2663768800,2.184566,"2006-04-06","APPLE"
"1575",2.533214,2.543214,2.445357,2.4925,1545238800,2.140101,"2006-04-07","APPLE"
"1576",2.510357,2.533214,2.444643,2.4525,903515200,2.105757,"2006-04-10","APPLE"
"1577",2.463929,2.475,2.395357,2.428214,939316000,2.084904,"2006-04-11","APPLE"
"1578",2.428929,2.434643,2.367857,2.3825,739894400,2.045653,"2006-04-12","APPLE"
"1579",2.369286,2.408571,2.350357,2.373929,734678000,2.038295,"2006-04-13","APPLE"
"1580",2.375357,2.387143,2.298214,2.314643,721938000,1.98739,"2006-04-17","APPLE"
"1581",2.322857,2.373929,2.313929,2.365,794844400,2.030628,"2006-04-18","APPLE"
"1582",2.386429,2.392857,2.338214,2.344643,1086033200,2.013149,"2006-04-19","APPLE"
"1583",2.4825,2.5,2.364286,2.415357,1666982800,2.073865,"2006-04-20","APPLE"
"1584",2.435357,2.451429,2.373929,2.394286,788986800,2.055773,"2006-04-21","APPLE"
"1585",2.3875,2.39,2.339286,2.348214,707028000,2.016215,"2006-04-24","APPLE"
"1586",2.355714,2.378214,2.341429,2.363214,529062800,2.029094,"2006-04-25","APPLE"
"1587",2.380357,2.438571,2.371429,2.433929,710886400,2.089811,"2006-04-26","APPLE"
"1588",2.418929,2.495,2.405357,2.477143,845947200,2.126915,"2006-04-27","APPLE"
"1589",2.477857,2.546429,2.471429,2.513929,760037600,2.1585,"2006-04-28","APPLE"
"1590",2.5275,2.555,2.47,2.485714,750380400,2.134275,"2006-05-01","APPLE"
"1591",2.505357,2.570714,2.503929,2.557857,771663200,2.196218,"2006-05-02","APPLE"
"1592",2.565357,2.569643,2.506429,2.540714,686991200,2.181499,"2006-05-03","APPLE"
"1593",2.543571,2.603214,2.516429,2.540357,860420400,2.181192,"2006-05-04","APPLE"
"1594",2.566429,2.580357,2.541071,2.5675,563911600,2.204498,"2006-05-05","APPLE"
"1595",2.606786,2.635714,2.561429,2.5675,594851600,2.204498,"2006-05-08","APPLE"
"1596",2.565,2.591429,2.522143,2.536786,531666800,2.178126,"2006-05-09","APPLE"
"1597",2.546071,2.5475,2.486071,2.521429,459888800,2.16494,"2006-05-10","APPLE"
"1598",2.528214,2.53,2.4125,2.433929,812688800,2.089811,"2006-05-11","APPLE"
"1599",2.423214,2.453214,2.387857,2.417857,641774000,2.076011,"2006-05-12","APPLE"
"1600",2.406071,2.442143,2.397143,2.421071,529177600,2.078772,"2006-05-15","APPLE"
"1601",2.432143,2.4375,2.3125,2.320714,936740000,1.992603,"2006-05-16","APPLE"
"1602",2.311071,2.346429,2.288214,2.330714,754194000,2.001189,"2006-05-17","APPLE"
"1603",2.345714,2.366429,2.254286,2.256429,658442400,1.937407,"2006-05-18","APPLE"
"1604",2.259286,2.317143,2.243571,2.303929,985866000,1.978192,"2006-05-19","APPLE"
"1605",2.281071,2.285357,2.241786,2.263571,718975600,1.94354,"2006-05-22","APPLE"
"1606",2.316429,2.328214,2.25,2.255357,694414000,1.936486,"2006-05-23","APPLE"
"1607",2.249643,2.273214,2.198571,2.262143,916031200,1.942313,"2006-05-24","APPLE"
"1608",2.295,2.301786,2.260357,2.2975,463372000,1.972671,"2006-05-25","APPLE"
"1609",2.296786,2.305714,2.255,2.269643,432950000,1.948753,"2006-05-26","APPLE"
"1610",2.260357,2.260714,2.186429,2.186429,563402000,1.877304,"2006-05-30","APPLE"
"1611",2.205714,2.206786,2.096071,2.134643,1280977600,1.832839,"2006-05-31","APPLE"
"1612",2.1375,2.224286,2.125714,2.220357,942508000,1.906435,"2006-06-01","APPLE"
"1613",2.249643,2.253571,2.174286,2.202143,685787200,1.890797,"2006-06-02","APPLE"
"1614",2.183929,2.183929,2.141786,2.142857,605785600,1.839892,"2006-06-05","APPLE"
"1615",2.150714,2.165357,2.103929,2.132857,726037200,1.831306,"2006-06-06","APPLE"
"1616",2.146429,2.157143,2.083929,2.091429,750506400,1.795735,"2006-06-07","APPLE"
"1617",2.087143,2.176071,2.041071,2.17,1397482800,1.863198,"2006-06-08","APPLE"
"1618",2.185,2.198571,2.110714,2.115714,775838000,1.816587,"2006-06-09","APPLE"
"1619",2.121429,2.133214,2.034286,2.035714,717785600,1.747897,"2006-06-12","APPLE"
"1620",2.0575,2.110714,2.048571,2.083214,1080643200,1.788681,"2006-06-13","APPLE"
"1621",2.081429,2.099286,2.024643,2.0575,878136000,1.766603,"2006-06-14","APPLE"
"1622",2.046429,2.133571,2.026786,2.120714,1190383600,1.820879,"2006-06-15","APPLE"
"1623",2.105714,2.113929,2.054286,2.055714,838101600,1.76507,"2006-06-16","APPLE"
"1624",2.065357,2.077857,2.035714,2.042857,704575200,1.75403,"2006-06-19","APPLE"
"1625",2.0575,2.083929,2.046071,2.0525,672974400,1.762311,"2006-06-20","APPLE"
"1626",2.062143,2.096786,2.046429,2.066429,863296000,1.77427,"2006-06-21","APPLE"
"1627",2.078571,2.133929,2.073929,2.127857,965633200,1.827013,"2006-06-22","APPLE"
"1628",2.132857,2.148929,2.0975,2.101071,660203600,1.804014,"2006-06-23","APPLE"
"1629",2.113214,2.114286,2.084643,2.106786,466536000,1.808921,"2006-06-26","APPLE"
"1630",2.110357,2.115,2.05,2.051071,550611600,1.761084,"2006-06-27","APPLE"
"1631",2.046071,2.046429,1.978929,2.000714,850704400,1.717846,"2006-06-28","APPLE"
"1632",2.027143,2.110357,2.013929,2.106071,873398400,1.808307,"2006-06-29","APPLE"
"1633",2.056786,2.0625,2.017857,2.045357,739695600,1.756177,"2006-06-30","APPLE"
"1634",2.054286,2.077857,2.047857,2.069643,194770800,1.77703,"2006-07-03","APPLE"
"1635",2.041071,2.057143,2.02,2.035714,518240800,1.747897,"2006-07-05","APPLE"
"1636",2.038929,2.05,1.986071,1.991786,633208800,1.71018,"2006-07-06","APPLE"
"1637",1.981429,2.019643,1.9525,1.978571,799360800,1.698833,"2006-07-07","APPLE"
"1638",1.989286,2.0175,1.946429,1.964286,529345600,1.686568,"2006-07-10","APPLE"
"1639",1.968214,1.999643,1.9475,1.9875,825022800,1.7065,"2006-07-11","APPLE"
"1640",1.970357,1.972857,1.89,1.891429,927329200,1.624012,"2006-07-12","APPLE"
"1641",1.858214,1.932857,1.836071,1.866071,1249906000,1.602239,"2006-07-13","APPLE"
"1642",1.875,1.888929,1.791429,1.809643,993036800,1.553789,"2006-07-14","APPLE"
"1643",1.8475,1.896786,1.844643,1.870357,1024542400,1.605919,"2006-07-17","APPLE"
"1644",1.898571,1.923214,1.851786,1.889286,1000448400,1.622172,"2006-07-18","APPLE"
"1645",1.891429,1.967143,1.87,1.932143,1390743200,1.65897,"2006-07-19","APPLE"
"1646",2.177143,2.199643,2.132857,2.160714,1972146400,1.855225,"2006-07-20","APPLE"
"1647",2.136429,2.183929,2.13,2.168571,891892400,1.861971,"2006-07-21","APPLE"
"1648",2.187857,2.217857,2.158214,2.193571,722856400,1.883436,"2006-07-24","APPLE"
"1649",2.206429,2.2175,2.170714,2.211786,589069600,1.899076,"2006-07-25","APPLE"
"1650",2.214286,2.308571,2.202857,2.281071,898427600,1.958565,"2006-07-26","APPLE"
"1651",2.303571,2.322143,2.245,2.264286,735044800,1.944153,"2006-07-27","APPLE"
"1652",2.283571,2.345714,2.267857,2.3425,691507600,2.011308,"2006-07-28","APPLE"
"1653",2.386786,2.451071,2.367143,2.427143,892841600,2.083985,"2006-07-31","APPLE"
"1654",2.400714,2.426071,2.355,2.399286,711765600,2.060066,"2006-08-01","APPLE"
"1655",2.416071,2.452857,2.411071,2.434286,550768400,2.090119,"2006-08-02","APPLE"
"1656",2.425357,2.5,2.421786,2.485357,841044400,2.133968,"2006-08-03","APPLE"
"1657",2.394643,2.450357,2.32,2.439286,1852866400,2.094411,"2006-08-04","APPLE"
"1658",2.418571,2.485714,2.368214,2.400357,1245512800,2.060986,"2006-08-07","APPLE"
"1659",2.396071,2.396786,2.303929,2.313571,997864000,1.986471,"2006-08-08","APPLE"
"1660",2.336786,2.342857,2.264286,2.271071,955838800,1.949979,"2006-08-09","APPLE"
"1661",2.258929,2.314643,2.239286,2.288214,697760000,1.964697,"2006-08-10","APPLE"
"1662",2.258214,2.290357,2.235,2.273214,777529200,1.951819,"2006-08-11","APPLE"
"1663",2.2875,2.329286,2.271429,2.283571,717620400,1.960711,"2006-08-14","APPLE"
"1664",2.333571,2.375,2.314286,2.373214,861352800,2.037681,"2006-08-15","APPLE"
"1665",2.396429,2.431071,2.368929,2.427857,781284000,2.084598,"2006-08-16","APPLE"
"1666",2.428571,2.452143,2.399286,2.413929,581148400,2.072639,"2006-08-17","APPLE"
"1667",2.418214,2.442857,2.402143,2.425357,536354000,2.082451,"2006-08-18","APPLE"
"1668",2.403571,2.403929,2.3625,2.377143,526226400,2.041054,"2006-08-21","APPLE"
"1669",2.381429,2.44,2.375,2.415,576968000,2.073558,"2006-08-22","APPLE"
"1670",2.428571,2.451786,2.390714,2.403929,536258800,2.064053,"2006-08-23","APPLE"
"1671",2.424643,2.435357,2.366786,2.421786,655191600,2.079385,"2006-08-24","APPLE"
"1672",2.405,2.466071,2.403929,2.455357,543958800,2.10821,"2006-08-25","APPLE"
"1673",2.446429,2.450357,2.381429,2.392143,738161200,2.053933,"2006-08-28","APPLE"
"1674",2.3925,2.402143,2.325714,2.374286,947332400,2.038601,"2006-08-29","APPLE"
"1675",2.405,2.422143,2.381429,2.391429,680142400,2.05332,"2006-08-30","APPLE"
"1676",2.402857,2.439286,2.380714,2.423214,574697200,2.080611,"2006-08-31","APPLE"
"1677",2.445714,2.451786,2.422143,2.442143,408494800,2.096864,"2006-09-01","APPLE"
"1678",2.463214,2.553571,2.448214,2.552857,1012457600,2.191925,"2006-09-05","APPLE"
"1679",2.538571,2.560357,2.489286,2.501071,974103200,2.14746,"2006-09-06","APPLE"
"1680",2.521429,2.624286,2.508929,2.6,1267957600,2.232403,"2006-09-07","APPLE"
"1681",2.620357,2.6275,2.568214,2.59,895921600,2.223816,"2006-09-08","APPLE"
"1682",2.586786,2.633214,2.550714,2.589286,949124400,2.223203,"2006-09-11","APPLE"
"1683",2.600357,2.623214,2.551786,2.593929,1684687200,2.22719,"2006-09-12","APPLE"
"1684",2.601786,2.654286,2.582143,2.65,1146138000,2.275334,"2006-09-13","APPLE"
"1685",2.632857,2.666786,2.623571,2.648929,801729600,2.274414,"2006-09-14","APPLE"
"1686",2.664286,2.677857,2.6175,2.646429,981853600,2.272267,"2006-09-15","APPLE"
"1687",2.635714,2.673571,2.617857,2.638929,705278000,2.265828,"2006-09-18","APPLE"
"1688",2.646429,2.655714,2.6,2.634643,710049200,2.262147,"2006-09-19","APPLE"
"1689",2.656429,2.702857,2.650714,2.687857,822791200,2.307839,"2006-09-20","APPLE"
"1690",2.6875,2.716429,2.643571,2.666071,794124800,2.289132,"2006-09-21","APPLE"
"1691",2.653571,2.655,2.592143,2.607143,665112000,2.238535,"2006-09-22","APPLE"
"1692",2.636071,2.709286,2.632857,2.705357,858992400,2.322864,"2006-09-25","APPLE"
"1693",2.720714,2.777857,2.717857,2.771786,1102948000,2.379901,"2006-09-26","APPLE"
"1694",2.756071,2.766786,2.707857,2.728929,810373200,2.343103,"2006-09-27","APPLE"
"1695",2.750714,2.767143,2.7125,2.750357,723609600,2.361502,"2006-09-28","APPLE"
"1696",2.753929,2.768571,2.738571,2.749286,405812400,2.360582,"2006-09-29","APPLE"
"1697",2.682143,2.709643,2.653571,2.673571,712639200,2.295573,"2006-10-02","APPLE"
"1698",2.658929,2.676786,2.613929,2.645714,790708800,2.271654,"2006-10-03","APPLE"
"1699",2.646429,2.695,2.612857,2.692143,829082800,2.311518,"2006-10-04","APPLE"
"1700",2.661786,2.72,2.6475,2.6725,683883200,2.294653,"2006-10-05","APPLE"
"1701",2.657857,2.68,2.636071,2.650714,466958800,2.275946,"2006-10-06","APPLE"
"1702",2.635714,2.681429,2.626071,2.665357,438222400,2.288519,"2006-10-09","APPLE"
"1703",2.662143,2.663571,2.61,2.636071,531588400,2.263373,"2006-10-10","APPLE"
"1704",2.622143,2.642143,2.592857,2.615357,571855200,2.245589,"2006-10-11","APPLE"
"1705",2.628929,2.6925,2.628571,2.687857,592855200,2.307839,"2006-10-12","APPLE"
"1706",2.701071,2.745714,2.669286,2.679286,684196800,2.300479,"2006-10-13","APPLE"
"1707",2.685357,2.71,2.671071,2.692857,508692800,2.312131,"2006-10-16","APPLE"
"1708",2.68,2.688214,2.644286,2.653214,480925200,2.278094,"2006-10-17","APPLE"
"1709",2.669643,2.691786,2.639643,2.661786,1133907600,2.285453,"2006-10-18","APPLE"
"1710",2.830714,2.855357,2.791429,2.821071,1512977200,2.422218,"2006-10-19","APPLE"
"1711",2.820357,2.856786,2.809643,2.855357,639413600,2.451656,"2006-10-20","APPLE"
"1712",2.856786,2.925,2.848214,2.909286,832507200,2.497961,"2006-10-23","APPLE"
"1713",2.900357,2.917143,2.864286,2.894643,463212400,2.485388,"2006-10-24","APPLE"
"1714",2.905357,2.928571,2.893214,2.917143,485214800,2.504707,"2006-10-25","APPLE"
"1715",2.925,2.95,2.8975,2.935357,432756800,2.520346,"2006-10-26","APPLE"
"1716",2.919643,2.944643,2.8575,2.871786,594966400,2.465763,"2006-10-27","APPLE"
"1717",2.856786,2.889286,2.839286,2.872143,499917600,2.46607,"2006-10-30","APPLE"
"1718",2.908929,2.917143,2.865357,2.895714,501474400,2.486307,"2006-10-31","APPLE"
"1719",2.896429,2.906429,2.798571,2.827143,611192400,2.42743,"2006-11-01","APPLE"
"1720",2.818571,2.832857,2.803571,2.820714,465483200,2.421912,"2006-11-02","APPLE"
"1721",2.834286,2.840357,2.778214,2.796071,431888800,2.400753,"2006-11-03","APPLE"
"1722",2.819643,2.859286,2.801071,2.846786,434576800,2.444297,"2006-11-06","APPLE"
"1723",2.873214,2.892857,2.861786,2.875357,525932400,2.468829,"2006-11-07","APPLE"
"1724",2.857857,2.953214,2.853214,2.944643,690916800,2.528319,"2006-11-08","APPLE"
"1725",2.960714,3.024643,2.932857,2.976429,923053600,2.555611,"2006-11-09","APPLE"
"1726",2.983929,2.985714,2.946429,2.968571,373864400,2.548864,"2006-11-10","APPLE"
"1727",2.972143,3.016071,2.951429,3.0125,450674000,2.586582,"2006-11-13","APPLE"
"1728",3.028571,3.035714,2.996429,3.035714,588954800,2.606514,"2006-11-14","APPLE"
"1729",3.0375,3.067857,3,3.001786,655323200,2.577383,"2006-11-15","APPLE"
"1730",3.031071,3.082143,3.022143,3.0575,693940800,2.62522,"2006-11-16","APPLE"
"1731",3.040714,3.069286,3.035714,3.066071,466424000,2.632579,"2006-11-17","APPLE"
"1732",3.05,3.107143,3.042857,3.088214,570794000,2.651591,"2006-11-20","APPLE"
"1733",3.122143,3.164286,3.111071,3.164286,622666800,2.716908,"2006-11-21","APPLE"
"1734",3.178214,3.241071,3.1375,3.225357,671941200,2.769344,"2006-11-22","APPLE"
"1735",3.1975,3.324286,3.196429,3.2725,518677600,2.809823,"2006-11-24","APPLE"
"1736",3.303929,3.327143,3.196429,3.197857,1074836000,2.745733,"2006-11-27","APPLE"
"1737",3.227143,3.284643,3.211071,3.278929,1036173600,2.815342,"2006-11-28","APPLE"
"1738",3.321429,3.326786,3.223214,3.278571,1157083200,2.815034,"2006-11-29","APPLE"
"1739",3.293214,3.31,3.252143,3.273571,870486400,2.810741,"2006-11-30","APPLE"
"1740",3.278571,3.2975,3.217857,3.261429,795079600,2.800317,"2006-12-01","APPLE"
"1741",3.281429,3.2875,3.232143,3.254286,709536800,2.794183,"2006-12-04","APPLE"
"1742",3.273214,3.2975,3.245357,3.259643,662838400,2.798783,"2006-12-05","APPLE"
"1743",3.237143,3.263929,3.2025,3.208214,638184400,2.754626,"2006-12-06","APPLE"
"1744",3.215357,3.232143,3.103571,3.108571,1004827600,2.66907,"2006-12-07","APPLE"
"1745",3.115357,3.1925,3.107143,3.152143,784277200,2.706482,"2006-12-08","APPLE"
"1746",3.175,3.189286,3.144643,3.169643,499780400,2.721508,"2006-12-11","APPLE"
"1747",3.164643,3.172857,3.054643,3.076429,1026620000,2.641472,"2006-12-12","APPLE"
"1748",3.141071,3.181071,3.1125,3.180357,857052000,2.730707,"2006-12-13","APPLE"
"1749",3.180357,3.214286,3.152143,3.1625,832330800,2.715375,"2006-12-14","APPLE"
"1750",3.179286,3.186429,3.118929,3.132857,739939200,2.689922,"2006-12-15","APPLE"
"1751",3.129643,3.142857,3.021071,3.0525,721576800,2.620927,"2006-12-18","APPLE"
"1752",3.026071,3.095714,2.986429,3.0825,911405600,2.646685,"2006-12-19","APPLE"
"1753",3.088214,3.095357,3.026429,3.027143,567691600,2.599155,"2006-12-20","APPLE"
"1754",3.025,3.052857,2.935714,2.960714,903599200,2.542118,"2006-12-21","APPLE"
"1755",2.980714,3.001429,2.914286,2.935714,613303600,2.520652,"2006-12-22","APPLE"
"1756",2.933929,2.948929,2.888929,2.911071,490688800,2.499493,"2006-12-26","APPLE"
"1757",2.791071,2.928571,2.741786,2.911429,1935754800,2.499801,"2006-12-27","APPLE"
"1758",2.865,2.901786,2.844643,2.888214,1119876800,2.479868,"2006-12-28","APPLE"
"1759",2.998214,3.05,2.977143,3.03,1076429200,2.601608,"2006-12-29","APPLE"
"1760",3.081786,3.092143,2.925,2.992857,1238319600,2.569716,"2007-01-03","APPLE"
"1761",3.001786,3.069643,2.993571,3.059286,847260400,2.626753,"2007-01-04","APPLE"
"1762",3.063214,3.078571,3.014286,3.0375,834741600,2.608047,"2007-01-05","APPLE"
"1763",3.07,3.090357,3.045714,3.0525,797106800,2.620927,"2007-01-08","APPLE"
"1764",3.0875,3.320714,3.041071,3.306071,3349298400,2.838648,"2007-01-09","APPLE"
"1765",3.383929,3.492857,3.3375,3.464286,2952880000,2.974493,"2007-01-10","APPLE"
"1766",3.426429,3.456429,3.396429,3.421429,1440252800,2.937696,"2007-01-11","APPLE"
"1767",3.378214,3.395,3.329643,3.379286,1312690400,2.901511,"2007-01-12","APPLE"
"1768",3.417143,3.473214,3.408929,3.467857,1244076400,2.977559,"2007-01-16","APPLE"
"1769",3.484286,3.485714,3.386429,3.391071,1646260000,2.91163,"2007-01-17","APPLE"
"1770",3.289286,3.289643,3.180357,3.181071,2364605600,2.73132,"2007-01-18","APPLE"
"1771",3.165357,3.201786,3.147143,3.160714,1364473600,2.71384,"2007-01-19","APPLE"
"1772",3.183571,3.184286,3.058929,3.099643,1454026000,2.661404,"2007-01-22","APPLE"
"1773",3.061786,3.125357,3.053929,3.060714,1207424400,2.62798,"2007-01-23","APPLE"
"1774",3.095714,3.1125,3.074286,3.096429,927813600,2.658645,"2007-01-24","APPLE"
"1775",3.111071,3.160714,3.0725,3.080357,905973600,2.644845,"2007-01-25","APPLE"
"1776",3.111071,3.120357,3.035357,3.049286,986874000,2.618167,"2007-01-26","APPLE"
"1777",3.082143,3.094643,3.054643,3.069286,901664400,2.635339,"2007-01-29","APPLE"
"1778",3.086786,3.088929,3.044643,3.055357,577970400,2.62338,"2007-01-30","APPLE"
"1779",3.030714,3.071429,3.0125,3.061786,856069200,2.628899,"2007-01-31","APPLE"
"1780",3.079643,3.081071,3.026429,3.026429,664342000,2.598541,"2007-02-01","APPLE"
"1781",3.004286,3.044643,2.989286,3.026786,621530000,2.598848,"2007-02-02","APPLE"
"1782",3.010714,3.043929,2.997857,2.997857,578852400,2.57401,"2007-02-05","APPLE"
"1783",3.016071,3.016786,2.959286,3.005357,864393600,2.580449,"2007-02-06","APPLE"
"1784",3.017143,3.085,2.983929,3.076786,1066825200,2.641779,"2007-02-07","APPLE"
"1785",3.051071,3.089643,3.050357,3.077857,679030800,2.642699,"2007-02-08","APPLE"
"1786",3.067143,3.078571,2.971786,2.973929,860540800,2.553464,"2007-02-09","APPLE"
"1787",3.015357,3.042143,2.986786,3.031429,724071600,2.602835,"2007-02-12","APPLE"
"1788",3.041429,3.046071,3.010714,3.025,580986000,2.597315,"2007-02-13","APPLE"
"1789",3.0225,3.058571,3.020357,3.046429,507981600,2.615714,"2007-02-14","APPLE"
"1790",3.051429,3.057857,3.027857,3.043214,363661200,2.612953,"2007-02-15","APPLE"
"1791",3.044643,3.050357,3.023571,3.029643,399868000,2.601302,"2007-02-16","APPLE"
"1792",3.023214,3.077143,3.005714,3.067857,617702400,2.634113,"2007-02-20","APPLE"
"1793",3.070714,3.196071,3.07,3.185714,1155313600,2.735306,"2007-02-21","APPLE"
"1794",3.242857,3.243214,3.161786,3.196786,838224800,2.744812,"2007-02-22","APPLE"
"1795",3.184286,3.226429,3.173214,3.181071,517893600,2.73132,"2007-02-23","APPLE"
"1796",3.208571,3.214286,3.128929,3.161071,615848800,2.714148,"2007-02-26","APPLE"
"1797",3.082143,3.11,2.978929,2.9975,1145813200,2.573703,"2007-02-27","APPLE"
"1798",2.964286,3.057143,2.964286,3.021786,919475200,2.594555,"2007-02-28","APPLE"
