"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted","AAPL.Date","Company.Name"
"27",1.018973,1.045759,1.003906,1.00558,299364800,0.863407,"2000-02-09","APPLE"
"28",1.007813,1.016741,0.982143,1.013393,302982400,0.870116,"2000-02-10","APPLE"
"29",1.014509,1.018973,0.966518,0.970982,212251200,0.833701,"2000-02-11","APPLE"
"30",0.976004,1.034598,0.969866,1.03404,367539200,0.887844,"2000-02-14","APPLE"
"31",1.029018,1.070871,1.02846,1.0625,485744000,0.91228,"2000-02-15","APPLE"
"32",1.051339,1.054688,1.001116,1.018973,378246400,0.874907,"2000-02-16","APPLE"
"33",1.02846,1.03125,1.010045,1.02567,289497600,0.880657,"2000-02-17","APPLE"
"34",1.023438,1.030134,0.989955,0.993304,233441600,0.852867,"2000-02-18","APPLE"
"35",0.983259,1.044085,0.952567,1.016183,422296000,0.872511,"2000-02-22","APPLE"
"36",1.011021,1.0625,0.991071,1.037946,473099200,0.891198,"2000-02-23","APPLE"
"37",1.047433,1.063616,0.997768,1.028599,376432000,0.883172,"2000-02-24","APPLE"
"38",1.025112,1.044643,0.983259,0.985491,249144000,0.846159,"2000-02-25","APPLE"
"39",0.983259,1.026786,0.967634,1.011161,328328000,0.868199,"2000-02-28","APPLE"
"40",1.013951,1.046875,1.005022,1.023438,368961600,0.87874,"2000-02-29","APPLE"
"41",1.058594,1.179129,1.058036,1.163504,1077003200,0.999004,"2000-03-01","APPLE"
"42",1.133929,1.142299,1.077567,1.089286,311259200,0.935279,"2000-03-02","APPLE"
"43",1.114955,1.14495,1.071429,1.142857,323366400,0.981276,"2000-03-03","APPLE"
"44",1.125,1.152902,1.116071,1.12221,210560000,0.963548,"2000-03-06","APPLE"
"45",1.128906,1.137835,1.081473,1.097098,273011200,0.941986,"2000-03-07","APPLE"
"46",1.097098,1.106585,1.058594,1.089286,271230400,0.935279,"2000-03-08","APPLE"
"47",1.079241,1.116071,1.055804,1.091518,276718400,0.937195,"2000-03-09","APPLE"
"48",1.086496,1.142299,1.080357,1.122768,248606400,0.964027,"2000-03-10","APPLE"
"49",1.090402,1.129464,1.066964,1.083147,303956800,0.930008,"2000-03-13","APPLE"
"50",1.08231,1.109375,1.017857,1.020089,428579200,0.875865,"2000-03-14","APPLE"
"51",1.032366,1.073661,1.018973,1.037946,443609600,0.891198,"2000-03-15","APPLE"
"52",1.047433,1.089286,1.022321,1.085379,378100800,0.931924,"2000-03-16","APPLE"
"53",1.072545,1.116071,1.06808,1.116071,305043200,0.958277,"2000-03-17","APPLE"
"54",1.102679,1.127232,1.092634,1.098214,204489600,0.942945,"2000-03-20","APPLE"
"55",1.094308,1.220982,1.085938,1.204799,524328000,1.03446,"2000-03-21","APPLE"
"56",1.185547,1.289063,1.174665,1.287388,567996800,1.105372,"2000-03-22","APPLE"
"57",1.267857,1.342634,1.25,1.261719,562564800,1.083333,"2000-03-23","APPLE"
"58",1.271763,1.285156,1.209821,1.238281,446913600,1.063208,"2000-03-24","APPLE"
"59",1.228795,1.292411,1.222098,1.246094,279182400,1.069917,"2000-03-27","APPLE"
"60",1.225446,1.267857,1.22433,1.242188,202966400,1.066563,"2000-03-28","APPLE"
"61",1.24442,1.244978,1.194894,1.213728,239836800,1.042127,"2000-03-29","APPLE"
"62",1.192522,1.229353,1.119978,1.122768,414400000,0.964027,"2000-03-30","APPLE"
"63",1.137835,1.225446,1.125,1.212612,404633600,1.041168,"2000-03-31","APPLE"
"64",1.209821,1.245536,1.155692,1.19029,328563200,1.022003,"2000-04-03","APPLE"
"65",1.184152,1.1875,1.042411,1.136719,660329600,0.976006,"2000-04-04","APPLE"
"66",1.129185,1.186384,1.107143,1.164063,457665600,0.999484,"2000-04-05","APPLE"
"67",1.166295,1.200893,1.100446,1.117746,259627200,0.959715,"2000-04-06","APPLE"
"68",1.136161,1.177455,1.120536,1.176339,242435200,1.010024,"2000-04-07","APPLE"
"69",1.175781,1.185268,1.113839,1.116071,212262400,0.958277,"2000-04-10","APPLE"
"70",1.102679,1.114955,1.054129,1.066406,541822400,0.915633,"2000-04-11","APPLE"
"71",1.0625,1.0625,0.936384,0.975446,941136000,0.837534,"2000-04-12","APPLE"
"72",0.995536,1.071429,0.96875,1.016183,529827200,0.872511,"2000-04-13","APPLE"
"73",0.976004,1.053571,0.973214,0.998884,667620800,0.857658,"2000-04-14","APPLE"
